system:index,aspect,days,elevation,evimax,evimean,evimedian,evimin,evisum,labels,lstmax,lstmean,lstmedian,lstmin,lstsum,ndvimax,ndvimean,ndvimedian,ndvimin,ndvisum,ndwimax,ndwimean,ndwimedian,ndwimin,ndwisum,precmax,precmean,precmedian,precmin,precsum,slope,time,.geo
1_1_1_1_00000000000000001ed3_0_0,309.21295,6,268,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,29.675432,4.945905,0.0,0.0,29.675432205200195,0.8251725,20150217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.29452633777782,24.957444381050607]}"
1_1_1_1_00000000000000000e1d_0_0,280.50815,1,5,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,63.293137,63.293137,63.293137,63.293137,63.29313659667969,0.31784803,20151209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.87843127245551,21.961562908512004]}"
1_1_1_1_00000000000000000fa7_0_0,99.03657,8,267,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,26.927357,3.3659196,0.0,0.0,26.927356719970703,15.138605,20151209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.48354559640212,24.135485896081246]}"
1_1_1_1_000000000000000015ea_0_0,101.50859,17,246,0.4561508847525871,0.3642072575010951,0.3618598435450701,0.28010264508487964,2.185243545006571,0,23.310000000000002,22.02000000000001,22.02000000000001,20.730000000000018,44.04000000000002,0.76970696,0.7158342,0.7258312,0.6363636,3.579171139537491,-0.009013173,-0.05322236,-0.03530873,-0.13398357,-0.3193341549485922,22.1948,1.7533593,0.0,0.0,29.807109355926514,4.9270954,20151209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.83551009900201,24.45887939836427]}"
1_1_1_1_00000000000000001f04_0_0,106.65774,1,351,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,88.5931,88.5931,88.5931,88.5931,88.59310150146484,8.629759,20151209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.46395774892646,23.291069529008894]}"
1_1_1_1_00000000000000002050_0_0,92.18744,22,42,0.48886557465818326,0.38983226283764827,0.37011124604960255,0.31580169511204,2.3389935770258896,0,28.930000000000007,25.396666666666686,24.650000000000034,22.610000000000014,76.19000000000005,0.67600304,0.647418,0.6531595,0.6062407,3.884508057124135,0.13771889,0.0062180264,-0.021135587,-0.04425711,0.03730815928429365,13.976887,1.2870704,0.0,0.0,28.315547466278076,3.0346258,20151209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.77549806374097,23.547089384982957]}"
1_1_1_1_000000000000000006dd_0_0,47.053913,18,34,0.39124303501410196,0.30827786823840686,0.2932686528385927,0.2631284081571674,2.466222945907255,0,26.03000000000003,24.52666666666669,24.28000000000003,23.350000000000023,147.16000000000014,0.5369365,0.49902976,0.502733,0.47329527,3.9922381298435194,0.03809979,-0.020451527,-0.027912878,-0.08319398,-0.16361221158877015,10.652545,1.3731843,0.0,0.0,24.7173171043396,0.34032974,20150123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.24798903177857,21.44503162014328]}"
1_1_1_1_00000000000000000a25_0_0,199.82585,17,19,0.36186633923872996,0.30994326496400976,0.3085079581382695,0.2619160844276987,3.0994326496400975,0,24.07000000000005,21.958000000000027,22.370000000000005,18.77000000000004,109.79000000000013,0.61911404,0.5064739,0.5063644,0.42043453,5.06473903596961,0.035690825,-0.004070283,-0.0031829427,-0.03959083,-0.0407028280897066,8.372158,1.4002738,0.0,0.0,23.804655075073242,1.6632879,20150123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.43538674860962,22.39724582130997]}"
1_1_1_1_000000000000000010cf_0_0,76.87609,17,930,0.27724414949353826,0.23706743241264977,0.23431939826306086,0.20238678363093912,0.9482697296505991,0,18.310000000000002,15.455000000000013,15.04000000000002,13.430000000000007,61.82000000000005,0.70460355,0.6513347,0.64671195,0.6073113,2.6053388499870156,-0.06692913,-0.10898966,-0.10903706,-0.15095541,-0.4359586536884308,9.741699,1.350064,0.0,0.0,22.95108938217163,6.3563323,20150123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.22428265684152,25.226938966286465]}"
1_1_1_1_00000000000000002048_0_0,8.323058,26,623,0.41907621589561095,0.3114851357484829,0.30695141257711067,0.21322686148749098,4.983762171975727,0,20.110000000000014,16.40454545454548,16.450000000000045,12.03000000000003,180.45000000000027,0.84345794,0.7498206,0.76633096,0.55256724,11.997129406150332,0.057069845,-0.0061889375,0.0015274968,-0.07395382,-0.0990230004535988,8.396611,0.8601857,0.0,0.0,22.36482810974121,11.670109,20150123,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.56763705555942,23.982772297780926]}"
1_1_1_1_00000000000000000696_0_0,285.26953,3,529,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,9.028688,7.7145157,7.8607483,6.254111,23.143547534942627,12.561182,20151114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.18548001084942,25.348211529642597]}"
1_1_1_1_00000000000000000f68_0_0,184.0153,6,400,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,6.3084636,20151114,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.87231815424164,23.812092393798217]}"
