system:index,aspect,days,elevation,evimax,evimean,evimedian,evimin,evisum,labels,lstmax,lstmean,lstmedian,lstmin,lstsum,ndvimax,ndvimean,ndvimedian,ndvimin,ndvisum,ndwimax,ndwimean,ndwimedian,ndwimin,ndwisum,precmax,precmean,precmedian,precmin,precsum,slope,time,.geo
1_1_1_1_0000000000000000024e_0_0,64.276955,2,86,0.42958029931574526,0.42958029931574526,0.42958029931574526,0.42958029931574526,0.42958029931574526,1,22.83000000000004,22.83000000000004,22.83000000000004,22.83000000000004,22.83000000000004,0.670474,0.670474,0.670474,0.670474,0.6704740148486579,-0.025487257,-0.025487257,-0.025487257,-0.025487257,-0.02548725637181406,0.0,0.0,0.0,0.0,0.0,4.398838,20150109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.35041984557746,23.111406472184992]}"
1_1_1_1_00000000000000000306_0_0,111.471016,12,177,0.429036340625565,0.34433648214177276,0.33160327224916,0.27791116446578634,2.0660188928506367,1,19.99000000000001,18.09400000000003,18.450000000000045,16.230000000000018,90.47000000000014,0.72409105,0.6454712,0.6351367,0.5657841,3.8728273884340805,-0.0017129154,-0.025739584,-0.028405698,-0.03875969,-0.15443750739136353,8.8126135,1.2466514,0.0,0.0,14.95981740951538,10.644953,20150109,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.98785064834313,22.258006952271444]}"
1_1_1_1_000000000000000001d3_0_0,63.17043,2,366,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,4.741289,20150217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.99072068297045,23.668361948339093]}"
1_1_1_1_0000000000000000023e_0_0,44.291706,10,148,0.40776163325363257,0.3583167614124954,0.3677394781946296,0.2873721262787372,1.791583807062477,1,23.690000000000055,23.690000000000055,23.690000000000055,23.690000000000055,23.690000000000055,0.681106,0.5620714,0.64631844,0.25543877,2.810356951694543,0.04987735,-0.006394041,-0.013499899,-0.038819604,-0.03197020441976293,9.080909,1.6229558,0.0,0.0,16.229557514190674,2.3472357,20150217,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.94779950951694,23.219204306279334]}"
1_1_1_1_00000000000000000323_0_0,275.97202,13,59,0.4713152898253975,0.4108687514002883,0.42612793113683595,0.32730314754784073,2.0543437570014413,1,20.350000000000023,19.05666666666669,20.05000000000001,16.77000000000004,57.17000000000007,0.7429578,0.6102594,0.7005199,0.30038387,3.051297036950227,0.14587738,0.034396507,0.018518519,-0.037058912,0.17198253126528426,0.0,0.0,0.0,0.0,0.0,8.2988405,20151223,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.52970985344217,21.94359660282961]}"
1_1_1_1_00000000000000000007_0_0,137.91048,19,389,0.2860687699397377,0.24683959882733944,0.24735942839391117,0.21078313734901205,1.2341979941366972,1,20.670000000000016,20.600000000000023,20.600000000000023,20.53000000000003,41.200000000000045,0.47255194,0.3865,0.4380715,0.18237288,1.9324999461239254,0.021077283,-0.05084429,-0.06500235,-0.10071525,-0.2542214391893348,9.159571,1.5772194,0.0,0.0,29.967166900634766,7.149142,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.84736328647053,25.505416704363515]}"
1_1_1_1_00000000000000000008_0_0,77.71018,11,365,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,9.212986,1.9984871,0.0,0.0,21.98335838317871,9.445202,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.85185486289113,25.509908280784114]}"
1_1_1_1_0000000000000000003a_0_0,162.42592,12,419,0.31642411642411644,0.31642411642411644,0.31642411642411644,0.31642411642411644,0.31642411642411644,1,14.010000000000048,14.010000000000048,14.010000000000048,14.010000000000048,14.010000000000048,0.57218045,0.57218045,0.57218045,0.57218045,0.5721804511278196,-0.057258792,-0.057258792,-0.057258792,-0.057258792,-0.05725879170423807,8.842722,2.1791747,0.0,0.0,26.15009593963623,14.517817,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.08379529496894,25.069733791565547]}"
1_1_1_1_00000000000000000045_0_0,151.23988,12,451,0.30670739361479565,0.30670739361479565,0.30670739361479565,0.30670739361479565,0.30670739361479565,1,15.350000000000023,15.350000000000023,15.350000000000023,15.350000000000023,15.350000000000023,0.56558645,0.56558645,0.56558645,0.56558645,0.5655864197530864,-0.055839926,-0.055839926,-0.055839926,-0.055839926,-0.055839925546765985,9.266814,2.238136,0.0,0.0,26.85763168334961,12.178638,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.99845534297758,25.024818027359572]}"
1_1_1_1_000000000000000000d8_0_0,339.9068,24,430,0.38279120140419015,0.26771249302353417,0.2526128741060523,0.20533966429255696,3.21254991628241,1,21.950000000000045,18.69200000000003,18.980000000000018,12.830000000000041,186.9200000000003,0.6301411,0.5127012,0.51288825,0.3442623,6.152414776726938,0.010921311,-0.061406936,-0.064781606,-0.11292098,-0.7368832509460361,7.746977,0.3227907,0.0,0.0,7.746976852416992,15.704754,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.20506785832507,24.328623682166942]}"
1_1_1_1_000000000000000001c6_0_0,354.0322,40,180,0.32848050332869994,0.23999040911219657,0.23353755535656617,0.19317631876109048,4.799808182243932,1,24.890000000000043,21.645714285714313,22.080000000000013,16.450000000000045,303.04000000000036,0.6,0.46388185,0.4588338,0.39307535,9.277636765954,-0.028868906,-0.08619632,-0.080983825,-0.15560082,-1.723926316946745,6.7947063,0.732531,0.0,0.0,29.301240921020508,12.002654,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.23076882401459,23.73573559464806]}"
1_1_1_1_000000000000000001c7_0_0,354.0322,40,180,0.32848050332869994,0.23999040911219657,0.23353755535656617,0.19317631876109048,4.799808182243932,1,24.890000000000043,21.645714285714313,22.080000000000013,16.450000000000045,303.04000000000036,0.6,0.46388185,0.4588338,0.39307535,9.277636765954,-0.028868906,-0.08619632,-0.080983825,-0.15560082,-1.723926316946745,6.7947063,0.732531,0.0,0.0,29.301240921020508,12.002654,20150206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.23076882401459,23.73573559464806]}"
1_1_1_1_00000000000000000030_0_0,177.27985,9,461,0.3239182198866902,0.30266209621808193,0.3014219123349915,0.28264615643256424,0.9079862886542458,1,20.890000000000043,18.92000000000003,18.480000000000018,17.83000000000004,75.68000000000012,0.6083269,0.5614486,0.5725841,0.5034347,1.6843457265221307,0.009841443,-0.026852429,-0.006666667,-0.08373206,-0.08055728487670422,7.8703346,1.4159919,0.0,0.0,12.743927001953125,5.3812437,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.59870504154439,25.14159901429511]}"
1_1_1_1_00000000000000000031_0_0,65.0845,9,278,0.37542873672465804,0.3292169543851066,0.32748114334354156,0.28647679412868526,1.3168678175404265,1,21.430000000000007,20.08200000000003,19.470000000000027,19.210000000000036,100.41000000000014,0.6590497,0.6001146,0.5827296,0.5759494,2.4004582578414255,-0.018033491,-0.026776064,-0.02038933,-0.048292108,-0.10710426047444344,7.669014,1.4078456,0.0,0.0,12.670610904693604,5.350781,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.68853656995634,25.150582167136303]}"
1_1_1_1_00000000000000000032_0_0,17.18799,9,236,0.37542873672465804,0.31000734279401476,0.31788337620224805,0.22883388204690486,1.240029371176059,1,21.430000000000007,20.08200000000003,19.470000000000027,19.210000000000036,100.41000000000014,0.6590497,0.57443875,0.581197,0.47631133,2.2977550427524585,0.035607502,-0.009665219,-0.0018479032,-0.07057257,-0.03866087459027767,7.669014,1.4078456,0.0,0.0,12.670610904693604,3.0310714,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.69302814637695,25.150582167136303]}"
1_1_1_1_00000000000000000033_0_0,25.580215,9,296,0.37542873672465804,0.3454363097331731,0.34167373418457986,0.3229690338388746,1.3817452389326923,1,20.590000000000032,19.522000000000027,19.310000000000002,18.53000000000003,97.61000000000013,0.6590497,0.63400644,0.638282,0.60041195,2.536025697581351,0.02851164,-8.770097E-4,0.0040642805,-0.04014824,-0.003508038818836212,7.609311,1.379656,0.0,0.0,12.416903495788574,1.9273003,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.69302814637695,25.14609059071571]}"
1_1_1_1_00000000000000000034_0_0,99.42227,9,246,0.4107835531419705,0.3316810602411921,0.32175920071452446,0.27242228639374894,1.3267242409647684,1,21.430000000000007,20.08200000000003,19.470000000000027,19.210000000000036,100.41000000000014,0.7083612,0.6003421,0.5698757,0.55325574,2.401368368105004,0.01915403,-0.01600908,-0.022118118,-0.03895411,-0.06403631530702114,7.669014,1.4078456,0.0,0.0,12.670610904693604,3.8890276,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.69302814637695,25.1550737435569]}"
1_1_1_1_00000000000000000044_0_0,280.37814,9,242,0.40615886086807346,0.32473253582325284,0.34382041225068855,0.22809875924301293,1.6236626791162643,1,21.190000000000055,19.102000000000032,19.730000000000018,16.970000000000027,95.51000000000016,0.66774714,0.5709872,0.5583898,0.48190644,2.854936146429799,0.07835581,0.036768522,0.032873277,0.012521589,0.18384260777384043,7.060107,1.2967222,0.0,0.0,11.670499324798584,6.09093,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.83675859183607,25.033801180200765]}"
1_1_1_1_00000000000000000079_0_0,139.66658,13,547,0.4452326151756405,0.3819643664534973,0.37897860309413667,0.3290687414775006,3.0557149316279784,1,20.190000000000055,18.241428571428603,17.730000000000018,15.750000000000057,127.69000000000023,0.7885615,0.70032775,0.7265821,0.5227951,5.6026222015804485,0.018477457,-0.0040390207,-0.00392253,-0.031156486,-0.03231216431595385,9.565538,1.7986101,0.0,0.0,23.3819317817688,6.9616504,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.21405101116626,24.643034031608774]}"
1_1_1_1_0000000000000000007a_0_0,113.152725,9,477,0.3010460590334091,0.24725418775900695,0.23432030638718446,0.21426943241395024,1.2362709387950348,1,22.510000000000048,21.04000000000002,21.210000000000008,19.230000000000018,84.16000000000008,0.53641814,0.46196222,0.45696467,0.34181818,2.3098111292239176,-0.026128266,-0.060371608,-0.059833646,-0.09375,-0.3018580451607704,9.565224,1.0628027,0.0,0.0,9.565223693847656,5.876623,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.63750768753651,24.674475066552958]}"
1_1_1_1_00000000000000000094_0_0,317.68118,19,873,0.3257828891133732,0.2690211639001349,0.26704919305261393,0.22433841218925418,2.1521693112010793,1,20.910000000000025,18.381428571428597,18.03000000000003,15.57000000000005,128.6700000000002,0.7127237,0.6209012,0.6078469,0.5532787,4.967209833926094,-0.05271784,-0.11140892,-0.11748901,-0.1783908,-0.8912713751196861,9.382286,1.3797772,0.0,0.0,26.215765953063965,7.714433,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.07768217675508,24.53972777393503]}"
1_1_1_1_000000000000000000ba_0_0,88.50903,14,703,0.37297117023641896,0.2555461445354873,0.22734601334304716,0.19640852974186304,1.5332768672129238,1,17.130000000000052,16.39500000000004,16.55000000000004,15.350000000000023,65.58000000000015,0.6226415,0.49008125,0.5003744,0.31753555,2.9404875081999124,-0.036523595,-0.08115955,-0.08945832,-0.12287334,-0.48695726692676544,8.50629,1.1021762,0.0,0.0,15.430466651916504,17.279423,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.48604258207025,24.360064717111126]}"
1_1_1_1_0000000000000000015f_0_0,353.0648,1,275,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.5255443,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.86944811961432,24.00972175630451]}"
1_1_1_1_0000000000000000024f_0_0,289.7594,21,309,0.4050886023581328,0.34162698513844464,0.33707917654145214,0.2757138840917306,4.099523821661336,1,25.870000000000005,21.476000000000028,21.670000000000044,16.99000000000001,214.76000000000028,0.7148882,0.5941887,0.5959231,0.5246465,7.130264260549421,0.0407785,-0.0018433072,-0.0071374346,-0.037804645,-0.022119686123915017,9.020843,1.235526,0.0,0.0,25.946044921875,4.278717,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.06745053107981,23.12937277786738]}"
1_1_1_1_0000000000000000027e_0_0,272.15137,19,326,0.3700026728779259,0.28487143656921776,0.29219751523304577,0.20614103973613945,2.5638429291229596,1,24.930000000000007,20.112857142857177,19.450000000000045,15.770000000000039,140.79000000000025,0.6771488,0.5466861,0.56182414,0.2540486,4.920175066129736,0.07785994,-0.052282818,-0.05152048,-0.11650226,-0.4705453657079488,9.752363,1.2706952,0.0,0.0,24.143208026885986,6.152997,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.34842525482499,23.02157494377304]}"
1_1_1_1_0000000000000000030f_0_0,332.02628,5,107,0.38373831775700934,0.36199352753108704,0.36199352753108704,0.3402487373051648,0.7239870550621741,1,25.010000000000048,25.010000000000048,25.010000000000048,25.010000000000048,25.010000000000048,0.644584,0.47626102,0.47626102,0.30793807,0.9525220557625852,0.06696071,0.01660155,0.01660155,-0.03375761,0.03320309892296791,9.0413265,1.8082653,0.0,0.0,9.041326522827148,3.99736,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.91885546024089,22.186141729541884]}"
1_1_1_1_00000000000000000310_0_0,332.02628,5,107,0.38373831775700934,0.36199352753108704,0.36199352753108704,0.3402487373051648,0.7239870550621741,1,25.010000000000048,25.010000000000048,25.010000000000048,25.010000000000048,25.010000000000048,0.644584,0.47626102,0.47626102,0.30793807,0.9525220557625852,0.06696071,0.01660155,0.01660155,-0.03375761,0.03320309892296791,9.0413265,1.8082653,0.0,0.0,9.041326522827148,3.99736,20150126,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.91885546024089,22.186141729541884]}"
1_1_1_1_00000000000000000116_0_0,300.58603,5,919,0.39605919126374933,0.3598233131829898,0.36984152521921,0.3135692230660102,1.0794699395489695,1,17.07000000000005,14.57000000000005,14.57000000000005,12.07000000000005,29.1400000000001,0.7353059,0.728393,0.7250362,0.72483706,2.185179131682648,0.03753287,-0.022695743,-0.020542318,-0.08507778,-0.06808722577989101,7.8985286,1.5797057,0.0,0.0,7.898528575897217,16.50267,20150101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.13569962126364,24.16243535460483]}"
1_1_1_1_00000000000000000117_0_0,341.90842,5,823,0.4589017927613034,0.30642215800553846,0.26386773983032413,0.19649694142498791,0.9192664740166154,1,17.53000000000003,14.770000000000039,14.770000000000039,12.010000000000048,29.540000000000077,0.77507985,0.7452527,0.7569746,0.7037037,2.235758157433285,-0.07066732,-0.119140044,-0.13860466,-0.14814815,-0.3574201241135597,7.8985286,1.5797057,0.0,0.0,7.898528575897217,12.483145,20150101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[110.13120804484304,24.157943778184233]}"
1_1_1_1_00000000000000000131_0_0,211.33112,4,145,0.29128193718248235,0.2815580661357331,0.28014290961300875,0.27324935161170805,0.8446741984071993,1,23.77000000000004,21.663333333333373,21.750000000000057,19.470000000000027,64.99000000000012,0.48323593,0.47124094,0.47351524,0.45697168,1.4137228537630124,-0.027430415,-0.082983255,-0.093422875,-0.12809648,-0.24894976615905762,0.0,0.0,0.0,0.0,0.0,0.6107565,20150101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.82939698078813,24.130994319660648]}"
1_1_1_1_00000000000000000204_0_0,273.7479,13,263,0.48440007131395973,0.344528744789368,0.3271047060739294,0.2904864303722379,2.411701213525576,1,19.750000000000057,17.506666666666707,17.56000000000003,15.450000000000045,105.04000000000025,0.66838866,0.58595073,0.58397174,0.49122807,4.101654929456661,0.17663345,0.008679914,-0.023048112,-0.0858884,0.060759399086236954,9.513221,1.9460825,0.0,0.0,25.299072265625,8.798385,20150101,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.1328295866363,23.497682044356385]}"
1_1_1_1_000000000000000002d8_0_0,356.37946,1,361,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,7.906943,20150209,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.03114487075582,22.653265677284033]}"
1_1_1_1_000000000000000000b6_0_0,192.38365,3,119,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,0.5934691,20150115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.83027242466301,24.369047869952322]}"
1_1_1_1_00000000000000000226_0_0,138.20616,9,323,0.40686858163417183,0.39254793997658083,0.39254793997658083,0.3782272983189898,0.7850958799531617,1,17.53000000000003,17.00000000000003,17.00000000000003,16.470000000000027,34.00000000000006,0.67346936,0.65901583,0.65901583,0.64456236,1.3180317219726088,0.06736698,0.023157174,0.023157174,-0.021052632,0.04631434753537178,9.849927,2.1283615,0.0,0.0,19.155253410339355,9.021734,20150115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.02216171791463,23.380901057420846]}"
1_1_1_1_00000000000000000324_0_0,8.175869,18,110,0.4743459055385661,0.36874740533894007,0.3532025454682381,0.29607285582539195,2.5812318373725804,1,23.390000000000043,21.261428571428603,21.83000000000004,16.79000000000002,148.8300000000002,0.6910891,0.64733493,0.6461126,0.61461365,4.531344410268036,0.049380124,-0.0114680715,-0.010276043,-0.075943395,-0.0802765036933124,8.58529,1.2804905,0.0,0.0,23.048829078674316,0.8783823,20150115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.85273030676599,21.867239803679453]}"
1_1_1_1_00000000000000000335_0_0,120.46414,10,52,0.42063905854312533,0.3732376796795183,0.38991152968036524,0.30916245081506455,1.119713039038555,1,28.410000000000025,28.410000000000025,28.410000000000025,28.410000000000025,28.410000000000025,0.70571697,0.49041548,0.55680084,0.20872866,1.471246431279306,0.020196961,-0.030927483,-0.017808959,-0.09517045,-0.09278245083987713,6.9200435,0.6920043,0.0,0.0,6.920043468475342,1.9429651,20150115,"{""geodesic"":false,""type"":""Point"",""coordinates"":[109.87967976528958,20.90155087325097]}"
1_1_1_1_000000000000000001b8_0_0,76.72154,12,163,0.08393947265878696,0.08393947265878696,0.08393947265878696,0.08393947265878696,0.08393947265878696,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.025975984,0.025975984,0.025975984,0.025975984,0.02597598352007239,0.057757057,0.057757057,0.057757057,0.057757057,0.05775705724954605,0.0,0.0,0.0,0.0,0.0,6.034766,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.00868698865284,23.870482887265986]}"
1_1_1_1_000000000000000001b9_0_0,69.14164,12,125,0.08393947265878696,0.08393947265878696,0.08393947265878696,0.08393947265878696,0.08393947265878696,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.025975984,0.025975984,0.025975984,0.025975984,0.02597598352007239,0.057757057,0.057757057,0.057757057,0.057757057,0.05775705724954605,0.0,0.0,0.0,0.0,0.0,4.0632997,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.01317856507345,23.870482887265986]}"
1_1_1_1_000000000000000001ba_0_0,84.282524,12,145,0.20695508356545964,0.1454472781121233,0.1454472781121233,0.08393947265878696,0.2908945562242466,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.12234659,0.07416128,0.07416128,0.025975984,0.14832256785044676,0.12888199,0.09331952,0.09331952,0.057757057,0.18663904815912247,0.0,0.0,0.0,0.0,0.0,8.661522,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.00868698865284,23.874974463686584]}"
1_1_1_1_000000000000000001dc_0_0,222.60378,31,128,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,8.741085,0.43110368,0.0,0.0,13.364214420318604,1.4960144,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.06458049645248,23.699802983283277]}"
1_1_1_1_0000000000000000025d_0_0,146.6108,31,104,0.6293694597758823,0.5621111204958563,0.5627981864655724,0.49347864927639806,2.2484444819834253,1,30.690000000000055,30.690000000000055,30.690000000000055,30.690000000000055,30.690000000000055,0.8066452,0.77524894,0.76814675,0.7580572,3.1009958816885757,0.17150635,0.049312174,0.014041768,-0.0023411894,0.19724869262427092,9.495406,0.5016525,0.0,0.0,15.551227569580078,2.2898712,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.64524234754364,23.142847507129172]}"
1_1_1_1_000000000000000002ac_0_0,163.21495,31,31,0.5543270182850354,0.5066711397711706,0.501704822211398,0.45934426229508196,3.546697978398194,1,31.750000000000057,31.190000000000055,31.190000000000055,30.630000000000052,62.38000000000011,0.6941517,0.6354687,0.67763156,0.4148398,4.448280968109349,0.05543237,0.0144566065,0.020198219,-0.064138316,0.10119624657090753,7.318398,0.5946107,0.0,0.0,18.432931423187256,1.0897295,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[114.62278446544065,22.94072656820228]}"
1_1_1_1_000000000000000002ff_0_0,231.30157,14,135,0.5358090185676392,0.460908762123103,0.45540189839667256,0.3915153694049973,1.382726286369309,1,27.410000000000025,27.410000000000025,27.410000000000025,27.410000000000025,27.410000000000025,0.7026087,0.6815681,0.6996177,0.64247787,2.0447042670068667,0.022171129,-0.011604625,0.0117555875,-0.06874059,-0.03481387533247471,6.463955,0.46171108,0.0,0.0,6.463954925537109,4.809916,20151120,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.95927964802627,22.428686856254153]}"
1_1_1_1_0000000000000000001a_0_0,324.23895,8,389,0.3723183651924744,0.29078105732483533,0.2738783331698178,0.22169292781238548,1.7446863439490121,1,21.190000000000055,18.51800000000003,18.910000000000025,15.930000000000007,92.59000000000015,0.6181818,0.57372653,0.5906413,0.48121962,3.4423591748025406,0.038786817,-0.018044109,-0.023566525,-0.05637171,-0.1082646525464952,4.080769,0.51009613,0.0,0.0,4.080769062042236,7.528669,20150104,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.67955341711516,25.33024522396021]}"
1_1_1_1_00000000000000000046_0_0,79.558105,1,421,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,7.630845,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.0809252603416,25.02930960378017]}"
1_1_1_1_000000000000000000bc_0_0,38.932476,1,170,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,3.9433246,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.04050107255622,24.369047869952322]}"
1_1_1_1_000000000000000000bd_0_0,48.706253,1,139,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,4.732636,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.04050107255622,24.373539446372916]}"
1_1_1_1_000000000000000000be_0_0,348.46927,1,389,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.0,0.0,0.0,0.0,0.0,10.700517,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.83800708467014,24.395997328475907]}"
1_1_1_1_0000000000000000018b_0_0,155.32866,4,239,0.35796513540182,0.323174886153075,0.3432835820895523,0.2682759409678527,0.969524658459225,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.6052632,0.54687864,0.55987424,0.47549847,1.6406358868963413,0.010648148,-0.018449845,-0.012745297,-0.053252384,-0.05534953251481056,0.0,0.0,0.0,0.0,0.0,5.15315,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.26670143537937,23.96031441567794]}"
1_1_1_1_0000000000000000018c_0_0,21.599894,4,307,0.3356032958350577,0.2864811848882313,0.2864811848882313,0.23735907394140496,0.5729623697764626,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.6084584,0.5057982,0.5057982,0.403138,1.0115963985026815,0.049832296,-0.02101106,-0.02101106,-0.091854416,-0.04202212020754814,0.0,0.0,0.0,0.0,0.0,5.840243,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.34592826915686,23.99624702704272]}"
1_1_1_1_0000000000000000018d_0_0,87.74492,4,279,0.25542020158074114,0.24638963776107303,0.24638963776107303,0.23735907394140496,0.49277927552214607,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.44574502,0.42444152,0.42444152,0.403138,0.8488830257248854,0.049832296,-0.010275064,-0.010275064,-0.07038242,-0.02055012807250023,0.0,0.0,0.0,0.0,0.0,7.3258204,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.35041984557746,23.991755450622122]}"
1_1_1_1_0000000000000000018e_0_0,97.96509,4,371,0.3805052380785537,0.3089321560099793,0.3089321560099793,0.23735907394140496,0.6178643120199586,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.61564624,0.50939214,0.50939214,0.403138,1.0187842668287297,0.049832296,0.018166408,0.018166408,-0.013499481,0.03633281495422125,0.0,0.0,0.0,0.0,0.0,7.075466,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.34592826915686,23.991755450622122]}"
1_1_1_1_0000000000000000018f_0_0,274.97272,4,390,0.3805052380785537,0.3117602132639159,0.3117602132639159,0.2430151884492781,0.6235204265278318,1,-99999.0,-99999.0,-99999.0,-99999.0,-99999.0,0.61564624,0.51618326,0.51618326,0.41672027,1.032366515738128,0.011943041,-7.7821966E-4,-7.7821966E-4,-0.013499481,-0.0015564393252134323,0.0,0.0,0.0,0.0,0.0,2.6730635,20150212,"{""geodesic"":false,""type"":""Point"",""coordinates"":[115.34143669273627,23.991755450622122]}"
